work_date,week_start,month,shift,department,orders_picked,accurate_orders,units_picked,labor_hours,quality_defects,safety_incidents
2025-02-02,2025-01-27,2025-02,Night,Inbound,1314,1299,4204,57.4,12,0
2025-02-02,2025-01-27,2025-02,Day,Pick,3954,3932,12653,99.6,33,0
2025-02-02,2025-01-27,2025-02,Night,Pick,2778,2778,8890,81.0,37,0
2025-02-02,2025-01-27,2025-02,Day,Pack,3526,3526,11284,77.1,31,0
2025-02-02,2025-01-27,2025-02,Night,Pack,3410,3397,10912,91.2,23,0
2025-02-02,2025-01-27,2025-02,Day,Ship,1887,1871,6039,55.4,13,0
2025-02-02,2025-01-27,2025-02,Night,Ship,3132,3111,10024,96.8,26,0
2025-02-02,2025-01-27,2025-02,Day,Returns,1460,1430,4673,63.8,39,0
2025-02-02,2025-01-27,2025-02,Night,Returns,1103,1084,3529,60.3,35,0
2025-02-03,2025-02-03,2025-02,Day,Inbound,2065,2050,6609,67.9,0,0
2025-02-03,2025-02-03,2025-02,Night,Inbound,2762,2752,8837,103.6,33,0
2025-02-03,2025-02-03,2025-02,Day,Pick,2942,2937,9414,84.6,24,0
2025-02-03,2025-02-03,2025-02,Night,Pick,3552,3552,11366,112.4,42,0
2025-02-03,2025-02-03,2025-02,Day,Pack,3353,3328,10730,86.2,39,0
2025-02-03,2025-02-03,2025-02,Night,Pack,4374,4347,13997,118.6,61,0
2025-02-03,2025-02-03,2025-02,Day,Ship,2276,2257,7283,67.8,27,0
2025-02-03,2025-02-03,2025-02,Night,Ship,2574,2561,8236,91.1,15,0
2025-02-03,2025-02-03,2025-02,Day,Returns,2167,2128,6933,93.1,49,0
2025-02-03,2025-02-03,2025-02,Night,Returns,1654,1610,5292,80.9,46,0
2025-02-04,2025-02-03,2025-02,Day,Inbound,3459,3437,11070,117.3,38,0
2025-02-04,2025-02-03,2025-02,Night,Inbound,3104,3046,9934,124.6,34,0
2025-02-04,2025-02-03,2025-02,Day,Pick,3153,3112,10090,77.3,31,0
2025-02-04,2025-02-03,2025-02,Night,Pick,2687,2665,8598,79.5,26,0
2025-02-04,2025-02-03,2025-02,Day,Pack,3384,3363,10830,82.9,29,0
2025-02-04,2025-02-03,2025-02,Night,Pack,3698,3698,11834,96.2,35,0
2025-02-04,2025-02-03,2025-02,Day,Ship,2324,2311,7437,71.5,11,0
2025-02-04,2025-02-03,2025-02,Night,Ship,2150,2131,6881,70.5,16,0
2025-02-04,2025-02-03,2025-02,Day,Returns,2594,2538,8302,109.4,52,0
2025-02-04,2025-02-03,2025-02,Night,Returns,2191,2153,7011,97.4,56,0
2025-02-05,2025-02-03,2025-02,Day,Inbound,2589,2565,8285,86.1,28,0
2025-02-05,2025-02-03,2025-02,Night,Inbound,1940,1928,6207,64.5,34,0
2025-02-05,2025-02-03,2025-02,Day,Pick,4195,4156,13425,115.5,39,0
2025-02-05,2025-02-03,2025-02,Night,Pick,3942,3895,12615,123.8,32,0
2025-02-05,2025-02-03,2025-02,Day,Pack,6195,6184,19825,125.3,49,0
2025-02-05,2025-02-03,2025-02,Night,Pack,2773,2771,8873,69.8,20,0
2025-02-05,2025-02-03,2025-02,Day,Ship,2301,2290,7364,67.7,11,0
2025-02-05,2025-02-03,2025-02,Night,Ship,3503,3481,11209,105.9,40,0
2025-02-05,2025-02-03,2025-02,Day,Returns,2435,2391,7793,125.6,87,0
2025-02-05,2025-02-03,2025-02,Night,Returns,2193,2152,7017,119.1,71,0
2025-02-06,2025-02-03,2025-02,Day,Inbound,3626,3603,11603,119.4,49,0
2025-02-06,2025-02-03,2025-02,Night,Inbound,3354,3333,10734,126.7,41,0
2025-02-06,2025-02-03,2025-02,Day,Pick,3882,3854,12421,95.6,43,0
2025-02-06,2025-02-03,2025-02,Night,Pick,3030,3023,9697,98.4,27,0
2025-02-06,2025-02-03,2025-02,Day,Pack,4961,4961,15876,115.8,51,0
2025-02-06,2025-02-03,2025-02,Night,Pack,2587,2576,8279,64.6,20,0
2025-02-06,2025-02-03,2025-02,Day,Ship,3882,3861,12423,107.7,33,0
2025-02-06,2025-02-03,2025-02,Night,Ship,2126,2108,6804,73.1,28,0
2025-02-06,2025-02-03,2025-02,Day,Returns,1862,1817,5959,88.9,77,0
2025-02-06,2025-02-03,2025-02,Night,Returns,2142,2109,6855,98.8,79,0
2025-02-07,2025-02-03,2025-02,Day,Inbound,3857,3807,12341,124.8,41,0
2025-02-07,2025-02-03,2025-02,Night,Inbound,3584,3537,11468,126.2,32,0
2025-02-07,2025-02-03,2025-02,Day,Pick,3331,3296,10659,85.2,32,0
2025-02-07,2025-02-03,2025-02,Night,Pick,3376,3350,10803,108.6,37,0
2025-02-07,2025-02-03,2025-02,Day,Pack,4167,4128,13335,103.7,47,0
2025-02-07,2025-02-03,2025-02,Night,Pack,3541,3534,11330,98.6,31,0
2025-02-07,2025-02-03,2025-02,Day,Ship,3974,3929,12718,114.3,47,0
2025-02-07,2025-02-03,2025-02,Night,Ship,2877,2850,9205,99.1,22,0
2025-02-07,2025-02-03,2025-02,Day,Returns,2038,2004,6522,96.0,53,0
2025-02-07,2025-02-03,2025-02,Night,Returns,2380,2306,7615,121.7,99,0
2025-02-08,2025-02-03,2025-02,Day,Inbound,2186,2155,6994,64.6,24,0
2025-02-08,2025-02-03,2025-02,Night,Inbound,1744,1718,5581,65.6,27,0
2025-02-08,2025-02-03,2025-02,Day,Pick,2251,2248,7202,60.3,27,0
2025-02-08,2025-02-03,2025-02,Night,Pick,3012,2985,9638,103.6,36,0
2025-02-08,2025-02-03,2025-02,Day,Pack,5065,5011,16209,108.8,54,0
2025-02-08,2025-02-03,2025-02,Night,Pack,2348,2348,7513,58.6,11,0
2025-02-08,2025-02-03,2025-02,Day,Ship,2682,2664,8582,78.6,27,0
2025-02-08,2025-02-03,2025-02,Night,Ship,1751,1736,5604,65.5,23,0
2025-02-08,2025-02-03,2025-02,Day,Returns,1566,1539,5012,75.8,44,0
2025-02-08,2025-02-03,2025-02,Night,Returns,1982,1945,6343,94.2,80,0
2025-02-09,2025-02-03,2025-02,Day,Inbound,2729,2673,8732,92.3,27,0
2025-02-09,2025-02-03,2025-02,Night,Inbound,2097,2077,6710,88.7,17,0
2025-02-09,2025-02-03,2025-02,Day,Pick,2222,2199,7109,58.4,25,0
2025-02-09,2025-02-03,2025-02,Night,Pick,2398,2396,7673,70.1,26,0
2025-02-09,2025-02-03,2025-02,Day,Pack,4461,4443,14274,101.6,36,0
2025-02-09,2025-02-03,2025-02,Night,Pack,2163,2153,6921,57.1,18,0
2025-02-09,2025-02-03,2025-02,Day,Ship,3482,3462,11142,99.4,26,0
2025-02-09,2025-02-03,2025-02,Night,Ship,2187,2187,6997,83.3,15,0
2025-02-09,2025-02-03,2025-02,Day,Returns,2297,2247,7350,101.6,58,0
2025-02-09,2025-02-03,2025-02,Night,Returns,1278,1252,4088,59.3,24,0
2025-02-10,2025-02-10,2025-02,Day,Inbound,3188,3158,10203,111.1,51,0
2025-02-10,2025-02-10,2025-02,Night,Inbound,2878,2846,9210,89.6,33,0
2025-02-10,2025-02-10,2025-02,Day,Pick,5145,5134,16463,126.4,51,0
2025-02-10,2025-02-10,2025-02,Night,Pick,1805,1805,5776,69.1,14,0
2025-02-10,2025-02-10,2025-02,Day,Pack,3105,3072,9935,78.2,27,0
2025-02-10,2025-02-10,2025-02,Night,Pack,3579,3579,11454,115.6,26,0
2025-02-10,2025-02-10,2025-02,Day,Ship,3782,3749,12102,109.5,34,0
2025-02-10,2025-02-10,2025-02,Night,Ship,2295,2274,7343,74.3,20,0
2025-02-10,2025-02-10,2025-02,Day,Returns,2430,2373,7776,123.9,43,0
2025-02-10,2025-02-10,2025-02,Night,Returns,1978,1950,6328,100.8,40,0
2025-02-11,2025-02-10,2025-02,Day,Inbound,3086,3075,9876,113.7,43,0
2025-02-11,2025-02-10,2025-02,Night,Inbound,2478,2470,7928,95.3,23,0
2025-02-11,2025-02-10,2025-02,Day,Pick,2937,2904,9398,79.9,26,0
2025-02-11,2025-02-10,2025-02,Night,Pick,3482,3464,11143,103.9,29,0
2025-02-11,2025-02-10,2025-02,Day,Pack,5346,5346,17108,122.6,23,0
2025-02-11,2025-02-10,2025-02,Night,Pack,4440,4421,14207,109.5,41,0
2025-02-11,2025-02-10,2025-02,Day,Ship,2386,2376,7634,75.5,14,0
2025-02-11,2025-02-10,2025-02,Night,Ship,3189,3165,10205,106.6,27,0
2025-02-11,2025-02-10,2025-02,Day,Returns,1662,1632,5317,80.6,40,0
2025-02-11,2025-02-10,2025-02,Night,Returns,1932,1901,6182,111.3,66,0
2025-02-12,2025-02-10,2025-02,Day,Inbound,2482,2454,7942,97.5,18,0
2025-02-12,2025-02-10,2025-02,Night,Inbound,2263,2248,7242,98.6,27,0
2025-02-12,2025-02-10,2025-02,Day,Pick,3342,3309,10695,85.4,39,0
2025-02-12,2025-02-10,2025-02,Night,Pick,2914,2872,9325,85.4,24,0
2025-02-12,2025-02-10,2025-02,Day,Pack,3833,3829,12265,87.2,33,0
2025-02-12,2025-02-10,2025-02,Night,Pack,3740,3716,11967,95.3,30,0
2025-02-12,2025-02-10,2025-02,Day,Ship,3605,3576,11535,103.5,32,0
2025-02-12,2025-02-10,2025-02,Night,Ship,1926,1900,6164,68.5,20,0
2025-02-12,2025-02-10,2025-02,Day,Returns,1621,1585,5186,74.7,55,0
2025-02-12,2025-02-10,2025-02,Night,Returns,1469,1441,4702,73.9,30,0
2025-02-13,2025-02-10,2025-02,Day,Inbound,3012,2960,9637,108.8,37,0
2025-02-13,2025-02-10,2025-02,Night,Inbound,2706,2682,8660,100.2,30,0
2025-02-13,2025-02-10,2025-02,Day,Pick,3583,3573,11465,104.7,21,0
2025-02-13,2025-02-10,2025-02,Night,Pick,3579,3544,11454,112.4,42,0
2025-02-13,2025-02-10,2025-02,Day,Pack,3455,3455,11057,69.6,30,0
2025-02-13,2025-02-10,2025-02,Night,Pack,3108,3093,9947,83.0,24,0
2025-02-13,2025-02-10,2025-02,Day,Ship,2521,2501,8068,72.2,22,0
2025-02-13,2025-02-10,2025-02,Night,Ship,3646,3610,11667,118.7,35,0
2025-02-13,2025-02-10,2025-02,Day,Returns,2683,2625,8587,123.9,76,0
2025-02-13,2025-02-10,2025-02,Night,Returns,1834,1786,5869,109.5,68,0
2025-02-14,2025-02-10,2025-02,Day,Inbound,1937,1928,6197,66.9,7,0
2025-02-14,2025-02-10,2025-02,Night,Inbound,3380,3333,10816,121.3,28,0
2025-02-14,2025-02-10,2025-02,Day,Pick,2985,2952,9552,78.5,26,0
2025-02-14,2025-02-10,2025-02,Night,Pick,3170,3159,10144,83.9,50,0
2025-02-14,2025-02-10,2025-02,Day,Pack,4056,4053,12980,83.8,42,0
2025-02-14,2025-02-10,2025-02,Night,Pack,5204,5193,16653,128.7,53,0
2025-02-14,2025-02-10,2025-02,Day,Ship,3928,3902,12568,122.5,52,0
2025-02-14,2025-02-10,2025-02,Night,Ship,1948,1942,6232,65.8,23,0
2025-02-14,2025-02-10,2025-02,Day,Returns,2095,2068,6705,98.2,74,0
2025-02-14,2025-02-10,2025-02,Night,Returns,2632,2584,8421,118.5,71,0
2025-02-15,2025-02-10,2025-02,Day,Inbound,2730,2697,8736,95.6,27,0
2025-02-15,2025-02-10,2025-02,Night,Inbound,1929,1914,6174,68.4,22,0
2025-02-15,2025-02-10,2025-02,Day,Pick,2404,2386,7692,64.3,23,0
2025-02-15,2025-02-10,2025-02,Night,Pick,2752,2740,8807,82.4,13,0
2025-02-15,2025-02-10,2025-02,Day,Pack,4368,4357,13978,95.0,38,0
2025-02-15,2025-02-10,2025-02,Night,Pack,2379,2379,7613,63.1,24,0
2025-02-15,2025-02-10,2025-02,Day,Ship,2804,2780,8973,88.1,22,0
2025-02-15,2025-02-10,2025-02,Night,Ship,2470,2456,7904,89.9,25,0
2025-02-15,2025-02-10,2025-02,Day,Returns,1395,1361,4465,74.0,46,0
2025-02-15,2025-02-10,2025-02,Night,Returns,1399,1380,4477,74.7,43,0
2025-02-16,2025-02-10,2025-02,Day,Inbound,3294,3274,10542,96.7,25,0
2025-02-16,2025-02-10,2025-02,Night,Inbound,2153,2131,6891,77.5,30,0
2025-02-16,2025-02-10,2025-02,Day,Pick,2699,2678,8637,74.0,29,0
2025-02-16,2025-02-10,2025-02,Night,Pick,2708,2708,8665,74.0,33,0
2025-02-16,2025-02-10,2025-02,Day,Pack,3866,3851,12372,82.7,39,0
2025-02-16,2025-02-10,2025-02,Night,Pack,2883,2859,9227,72.9,29,0
2025-02-16,2025-02-10,2025-02,Day,Ship,2305,2299,7377,69.7,24,0
2025-02-16,2025-02-10,2025-02,Night,Ship,1744,1734,5580,61.0,10,0
2025-02-16,2025-02-10,2025-02,Day,Returns,1555,1533,4976,62.8,58,0
2025-02-16,2025-02-10,2025-02,Night,Returns,1118,1100,3577,58.0,24,0
2025-02-17,2025-02-17,2025-02,Day,Inbound,2502,2482,8005,90.5,21,0
2025-02-17,2025-02-17,2025-02,Night,Inbound,2760,2719,8832,97.5,18,0
2025-02-17,2025-02-17,2025-02,Day,Pick,3774,3744,12078,101.1,37,0
2025-02-17,2025-02-17,2025-02,Night,Pick,3908,3890,12506,116.5,35,0
2025-02-17,2025-02-17,2025-02,Day,Pack,4706,4679,15060,107.0,49,0
2025-02-17,2025-02-17,2025-02,Night,Pack,3253,3253,10409,84.8,34,0
2025-02-17,2025-02-17,2025-02,Day,Ship,4092,4060,13093,114.5,52,0
2025-02-17,2025-02-17,2025-02,Night,Ship,2362,2350,7557,65.4,24,0
2025-02-17,2025-02-17,2025-02,Day,Returns,1962,1930,6279,91.1,46,0
2025-02-17,2025-02-17,2025-02,Night,Returns,2249,2214,7198,111.8,47,0
2025-02-18,2025-02-17,2025-02,Day,Inbound,3066,3034,9811,96.1,36,0
2025-02-18,2025-02-17,2025-02,Night,Inbound,2130,2119,6816,77.1,30,0
2025-02-18,2025-02-17,2025-02,Day,Pick,5409,5380,17308,118.4,54,0
2025-02-18,2025-02-17,2025-02,Night,Pick,3140,3140,10048,88.0,34,0
2025-02-18,2025-02-17,2025-02,Day,Pack,4334,4292,13869,97.0,48,0
2025-02-18,2025-02-17,2025-02,Night,Pack,3388,3377,10840,87.5,39,0
2025-02-18,2025-02-17,2025-02,Day,Ship,3922,3911,12549,118.1,23,0
2025-02-18,2025-02-17,2025-02,Night,Ship,3582,3564,11464,113.2,31,0
2025-02-18,2025-02-17,2025-02,Day,Returns,1754,1724,5614,91.8,56,0
2025-02-18,2025-02-17,2025-02,Night,Returns,2734,2684,8750,121.4,86,0
2025-02-19,2025-02-17,2025-02,Day,Inbound,2988,2972,9563,97.8,41,0
2025-02-19,2025-02-17,2025-02,Night,Inbound,2422,2405,7749,94.5,31,0
2025-02-19,2025-02-17,2025-02,Day,Pick,4262,4224,13640,112.9,37,0
2025-02-19,2025-02-17,2025-02,Night,Pick,2789,2773,8924,79.1,35,0
2025-02-19,2025-02-17,2025-02,Day,Pack,4591,4590,14692,101.7,31,0
2025-02-19,2025-02-17,2025-02,Night,Pack,3538,3519,11323,89.3,17,0
2025-02-19,2025-02-17,2025-02,Day,Ship,3145,3133,10063,88.6,43,0
2025-02-19,2025-02-17,2025-02,Night,Ship,3102,3041,9928,91.7,34,0
2025-02-19,2025-02-17,2025-02,Day,Returns,2723,2684,8715,125.5,69,0
2025-02-19,2025-02-17,2025-02,Night,Returns,1780,1753,5696,87.1,71,0
2025-02-20,2025-02-17,2025-02,Day,Inbound,3058,3045,9786,102.5,23,0
2025-02-20,2025-02-17,2025-02,Night,Inbound,3477,3453,11125,125.2,18,0
2025-02-20,2025-02-17,2025-02,Day,Pick,3193,3186,10217,85.2,28,0
2025-02-20,2025-02-17,2025-02,Night,Pick,2568,2559,8219,73.5,27,0
2025-02-20,2025-02-17,2025-02,Day,Pack,5512,5499,17639,122.1,48,0
2025-02-20,2025-02-17,2025-02,Night,Pack,3981,3949,12740,92.2,21,0
2025-02-20,2025-02-17,2025-02,Day,Ship,3235,3224,10353,101.3,28,0
2025-02-20,2025-02-17,2025-02,Night,Ship,2462,2453,7879,79.3,15,0
2025-02-20,2025-02-17,2025-02,Day,Returns,2487,2432,7958,94.4,87,0
2025-02-20,2025-02-17,2025-02,Night,Returns,2438,2391,7801,126.6,76,0
2025-02-21,2025-02-17,2025-02,Day,Inbound,2308,2294,7384,92.9,35,0
2025-02-21,2025-02-17,2025-02,Night,Inbound,1925,1909,6160,80.9,20,0
2025-02-21,2025-02-17,2025-02,Day,Pick,3421,3414,10946,98.7,28,0
2025-02-21,2025-02-17,2025-02,Night,Pick,3380,3353,10817,115.6,34,0
2025-02-21,2025-02-17,2025-02,Day,Pack,3259,3231,10428,69.5,30,0
2025-02-21,2025-02-17,2025-02,Night,Pack,3072,3072,9831,82.8,20,0
2025-02-21,2025-02-17,2025-02,Day,Ship,4608,4573,14746,114.0,38,0
2025-02-21,2025-02-17,2025-02,Night,Ship,1990,1983,6369,67.9,14,0
2025-02-21,2025-02-17,2025-02,Day,Returns,2370,2323,7584,127.9,70,0
2025-02-21,2025-02-17,2025-02,Night,Returns,2155,2121,6896,115.4,49,0
2025-02-22,2025-02-17,2025-02,Day,Inbound,2897,2864,9271,95.3,38,0
2025-02-22,2025-02-17,2025-02,Night,Inbound,2553,2514,8169,87.4,34,0
2025-02-22,2025-02-17,2025-02,Day,Pick,2210,2182,7071,58.4,15,0
2025-02-22,2025-02-17,2025-02,Night,Pick,3658,3645,11706,100.3,41,0
2025-02-22,2025-02-17,2025-02,Day,Pack,3768,3742,12059,87.4,35,0
2025-02-22,2025-02-17,2025-02,Night,Pack,2862,2844,9159,74.2,21,0
2025-02-22,2025-02-17,2025-02,Day,Ship,3726,3700,11923,91.8,37,0
2025-02-22,2025-02-17,2025-02,Night,Ship,1838,1827,5881,58.7,17,0
2025-02-22,2025-02-17,2025-02,Day,Returns,2135,2097,6831,105.8,46,0
2025-02-22,2025-02-17,2025-02,Night,Returns,1302,1285,4165,64.2,42,0
2025-02-23,2025-02-17,2025-02,Day,Inbound,2274,2259,7278,89.4,25,0
2025-02-23,2025-02-17,2025-02,Night,Inbound,1700,1672,5441,59.8,14,0
2025-02-23,2025-02-17,2025-02,Day,Pick,2620,2600,8383,72.8,35,0
2025-02-23,2025-02-17,2025-02,Night,Pick,3725,3700,11919,108.9,51,0
2025-02-23,2025-02-17,2025-02,Day,Pack,2997,2968,9590,62.9,29,0
2025-02-23,2025-02-17,2025-02,Night,Pack,4253,4253,13610,103.7,27,0
2025-02-23,2025-02-17,2025-02,Day,Ship,4178,4133,13370,109.3,37,0
2025-02-23,2025-02-17,2025-02,Night,Ship,3477,3448,11125,108.2,30,0
2025-02-23,2025-02-17,2025-02,Day,Returns,2071,2033,6627,97.1,57,0
2025-02-23,2025-02-17,2025-02,Night,Returns,1267,1248,4054,69.0,42,0
2025-02-24,2025-02-24,2025-02,Day,Inbound,2820,2813,9025,90.2,31,0
2025-02-24,2025-02-24,2025-02,Night,Inbound,3238,3213,10362,126.8,27,0
2025-02-24,2025-02-24,2025-02,Day,Pick,2518,2518,8056,75.4,21,0
2025-02-24,2025-02-24,2025-02,Night,Pick,3641,3637,11650,103.8,28,0
2025-02-24,2025-02-24,2025-02,Day,Pack,2798,2784,8955,72.6,28,0
2025-02-24,2025-02-24,2025-02,Night,Pack,3585,3579,11471,81.8,28,0
2025-02-24,2025-02-24,2025-02,Day,Ship,4122,4109,13192,114.5,33,0
2025-02-24,2025-02-24,2025-02,Night,Ship,2444,2440,7821,79.4,11,0
2025-02-24,2025-02-24,2025-02,Day,Returns,2025,1987,6480,87.4,67,0
2025-02-24,2025-02-24,2025-02,Night,Returns,1732,1698,5541,104.3,50,0
2025-02-25,2025-02-24,2025-02,Day,Inbound,2682,2668,8582,91.2,27,0
2025-02-25,2025-02-24,2025-02,Night,Inbound,2764,2754,8844,113.5,30,0
2025-02-25,2025-02-24,2025-02,Day,Pick,3712,3706,11877,109.4,33,0
2025-02-25,2025-02-24,2025-02,Night,Pick,2888,2886,9243,95.3,36,0
2025-02-25,2025-02-24,2025-02,Day,Pack,5198,5181,16633,122.4,44,0
2025-02-25,2025-02-24,2025-02,Night,Pack,4600,4578,14720,122.6,43,0
2025-02-25,2025-02-24,2025-02,Day,Ship,3760,3725,12033,112.5,41,0
2025-02-25,2025-02-24,2025-02,Night,Ship,3445,3436,11025,121.1,27,0
2025-02-25,2025-02-24,2025-02,Day,Returns,1385,1368,4431,65.8,51,0
2025-02-25,2025-02-24,2025-02,Night,Returns,2206,2171,7058,113.4,55,0
2025-02-26,2025-02-24,2025-02,Day,Inbound,3268,3241,10459,97.0,23,0
2025-02-26,2025-02-24,2025-02,Night,Inbound,1850,1824,5921,67.0,24,0
2025-02-26,2025-02-24,2025-02,Day,Pick,2697,2664,8630,76.0,32,0
2025-02-26,2025-02-24,2025-02,Night,Pick,2621,2613,8388,74.1,27,0
2025-02-26,2025-02-24,2025-02,Day,Pack,2781,2774,8900,69.1,25,0
2025-02-26,2025-02-24,2025-02,Night,Pack,3513,3490,11241,90.0,28,0
2025-02-26,2025-02-24,2025-02,Day,Ship,3327,3327,10646,87.9,35,0
2025-02-26,2025-02-24,2025-02,Night,Ship,3457,3418,11062,117.8,44,0
2025-02-26,2025-02-24,2025-02,Day,Returns,1555,1522,4975,67.8,67,0
2025-02-26,2025-02-24,2025-02,Night,Returns,2392,2344,7654,114.8,73,0
2025-02-27,2025-02-24,2025-02,Day,Inbound,1821,1800,5826,65.4,25,0
2025-02-27,2025-02-24,2025-02,Night,Inbound,2384,2360,7628,88.2,26,0
2025-02-27,2025-02-24,2025-02,Day,Pick,4699,4699,15038,119.0,54,0
2025-02-27,2025-02-24,2025-02,Night,Pick,2948,2927,9433,95.2,24,0
2025-02-27,2025-02-24,2025-02,Day,Pack,4716,4716,15090,100.8,41,0
2025-02-27,2025-02-24,2025-02,Night,Pack,2726,2691,8723,71.2,12,0
2025-02-27,2025-02-24,2025-02,Day,Ship,2602,2597,8326,82.1,37,0
2025-02-27,2025-02-24,2025-02,Night,Ship,1973,1938,6315,68.7,20,0
2025-02-27,2025-02-24,2025-02,Day,Returns,1598,1573,5115,78.4,65,0
2025-02-27,2025-02-24,2025-02,Night,Returns,1806,1775,5778,94.9,52,0
2025-02-28,2025-02-24,2025-02,Day,Inbound,2998,2956,9592,96.0,32,0
2025-02-28,2025-02-24,2025-02,Night,Inbound,3224,3181,10317,112.5,39,0
2025-02-28,2025-02-24,2025-02,Day,Pick,3152,3152,10087,83.1,25,0
2025-02-28,2025-02-24,2025-02,Night,Pick,4411,4364,14115,118.6,45,0
2025-02-28,2025-02-24,2025-02,Day,Pack,4757,4734,15222,110.5,44,0
2025-02-28,2025-02-24,2025-02,Night,Pack,3473,3467,11115,85.0,24,0
2025-02-28,2025-02-24,2025-02,Day,Ship,3928,3903,12570,113.6,46,0
2025-02-28,2025-02-24,2025-02,Night,Ship,2152,2126,6886,69.0,19,0
2025-02-28,2025-02-24,2025-02,Day,Returns,1623,1594,5195,80.9,39,0
2025-02-28,2025-02-24,2025-02,Night,Returns,1644,1619,5260,86.5,64,0
2025-03-01,2025-02-24,2025-03,Day,Inbound,2399,2380,7676,76.7,24,0
2025-03-01,2025-02-24,2025-03,Night,Inbound,3514,3486,11246,117.7,43,0
2025-03-01,2025-02-24,2025-03,Day,Pick,3756,3740,12020,100.4,26,0
2025-03-01,2025-02-24,2025-03,Night,Pick,2372,2357,7590,64.2,28,0
2025-03-01,2025-02-24,2025-03,Day,Pack,4157,4129,13302,104.4,49,0
2025-03-01,2025-02-24,2025-03,Night,Pack,3166,3161,10130,77.8,26,0
2025-03-01,2025-02-24,2025-03,Day,Ship,3197,3182,10231,94.7,32,0
2025-03-01,2025-02-24,2025-03,Night,Ship,3776,3752,12084,115.0,33,0
2025-03-01,2025-02-24,2025-03,Day,Returns,1265,1240,4048,60.6,42,0
2025-03-01,2025-02-24,2025-03,Night,Returns,1250,1230,4000,65.1,30,0
2025-03-02,2025-02-24,2025-03,Day,Inbound,3812,3765,12198,113.1,42,0
2025-03-02,2025-02-24,2025-03,Night,Inbound,1926,1905,6163,73.1,21,0
2025-03-02,2025-02-24,2025-03,Day,Pick,2621,2583,8387,68.0,25,0
2025-03-02,2025-02-24,2025-03,Night,Pick,3933,3933,12585,104.9,32,0
2025-03-02,2025-02-24,2025-03,Day,Pack,4338,4307,13881,100.5,46,0
2025-03-02,2025-02-24,2025-03,Night,Pack,2372,2367,7591,61.0,19,0
2025-03-02,2025-02-24,2025-03,Day,Ship,3892,3868,12453,113.3,39,0
2025-03-02,2025-02-24,2025-03,Night,Ship,2798,2773,8953,93.5,34,0
2025-03-02,2025-02-24,2025-03,Day,Returns,1966,1924,6292,96.5,47,0
2025-03-02,2025-02-24,2025-03,Night,Returns,2147,2109,6871,99.8,82,0
2025-03-03,2025-03-03,2025-03,Day,Inbound,2738,2699,8760,91.2,38,0
2025-03-03,2025-03-03,2025-03,Night,Inbound,2401,2373,7682,89.7,35,1
2025-03-03,2025-03-03,2025-03,Day,Pick,3690,3645,11809,100.1,34,0
2025-03-03,2025-03-03,2025-03,Night,Pick,3114,3067,9966,82.2,30,0
2025-03-03,2025-03-03,2025-03,Day,Pack,3450,3429,11039,70.8,28,0
2025-03-03,2025-03-03,2025-03,Night,Pack,3793,3769,12139,99.4,36,0
2025-03-03,2025-03-03,2025-03,Day,Ship,3869,3839,12382,110.5,20,0
2025-03-03,2025-03-03,2025-03,Night,Ship,2541,2519,8130,70.7,20,0
2025-03-03,2025-03-03,2025-03,Day,Returns,2041,2006,6532,97.6,51,0
2025-03-03,2025-03-03,2025-03,Night,Returns,2501,2460,8004,132.4,67,0
2025-03-04,2025-03-03,2025-03,Day,Inbound,3082,3042,9864,103.8,33,0
2025-03-04,2025-03-03,2025-03,Night,Inbound,2212,2190,7078,75.8,34,0
2025-03-04,2025-03-03,2025-03,Day,Pick,3349,3339,10718,91.0,41,0
2025-03-04,2025-03-03,2025-03,Night,Pick,2501,2489,8003,85.4,25,0
2025-03-04,2025-03-03,2025-03,Day,Pack,5041,4985,16132,110.7,49,0
2025-03-04,2025-03-03,2025-03,Night,Pack,3701,3678,11843,110.8,5,0
2025-03-04,2025-03-03,2025-03,Day,Ship,3642,3635,11655,107.1,52,0
2025-03-04,2025-03-03,2025-03,Night,Ship,3635,3597,11633,115.3,28,0
2025-03-04,2025-03-03,2025-03,Day,Returns,1416,1386,4531,72.6,39,0
2025-03-04,2025-03-03,2025-03,Night,Returns,2151,2118,6882,109.6,88,0
2025-03-05,2025-03-03,2025-03,Day,Inbound,4051,4013,12962,124.6,65,0
2025-03-05,2025-03-03,2025-03,Night,Inbound,3978,3952,12728,137.5,53,0
2025-03-05,2025-03-03,2025-03,Day,Pick,3642,3597,11656,97.6,34,0
2025-03-05,2025-03-03,2025-03,Night,Pick,4447,4410,14229,127.7,51,0
2025-03-05,2025-03-03,2025-03,Day,Pack,4875,4829,15599,105.1,33,0
2025-03-05,2025-03-03,2025-03,Night,Pack,2615,2611,8367,74.6,26,0
2025-03-05,2025-03-03,2025-03,Day,Ship,3836,3820,12275,102.4,26,0
2025-03-05,2025-03-03,2025-03,Night,Ship,2875,2856,9201,91.8,26,0
2025-03-05,2025-03-03,2025-03,Day,Returns,2660,2592,8513,124.5,89,0
2025-03-05,2025-03-03,2025-03,Night,Returns,1986,1971,6355,97.8,59,0
2025-03-06,2025-03-03,2025-03,Day,Inbound,3692,3638,11816,137.2,32,0
2025-03-06,2025-03-03,2025-03,Night,Inbound,3078,3027,9851,119.7,30,0
2025-03-06,2025-03-03,2025-03,Day,Pick,3497,3486,11190,106.6,37,0
